composition,NComp,Comp_L2Norm,Comp_L3Norm,Comp_L5Norm,Comp_L7Norm,Comp_L10Norm,mean_Number,maxdiff_Number,dev_Number,max_Number,min_Number,most_Number,mean_MendeleevNumber,maxdiff_MendeleevNumber,dev_MendeleevNumber,max_MendeleevNumber,min_MendeleevNumber,most_MendeleevNumber,mean_AtomicWeight,maxdiff_AtomicWeight,dev_AtomicWeight,max_AtomicWeight,min_AtomicWeight,most_AtomicWeight,mean_MeltingT,maxdiff_MeltingT,dev_MeltingT,max_MeltingT,min_MeltingT,most_MeltingT,mean_Column,maxdiff_Column,dev_Column,max_Column,min_Column,most_Column,mean_Row,maxdiff_Row,dev_Row,max_Row,min_Row,most_Row,mean_CovalentRadius,maxdiff_CovalentRadius,dev_CovalentRadius,max_CovalentRadius,min_CovalentRadius,most_CovalentRadius,mean_Electronegativity,maxdiff_Electronegativity,dev_Electronegativity,max_Electronegativity,min_Electronegativity,most_Electronegativity,mean_NsValence,maxdiff_NsValence,dev_NsValence,max_NsValence,min_NsValence,most_NsValence,mean_NpValence,maxdiff_NpValence,dev_NpValence,max_NpValence,min_NpValence,most_NpValence,mean_NdValence,maxdiff_NdValence,dev_NdValence,max_NdValence,min_NdValence,most_NdValence,mean_NfValence,maxdiff_NfValence,dev_NfValence,max_NfValence,min_NfValence,most_NfValence,mean_NValance,maxdiff_NValance,dev_NValance,max_NValance,min_NValance,most_NValance,mean_NsUnfilled,maxdiff_NsUnfilled,dev_NsUnfilled,max_NsUnfilled,min_NsUnfilled,most_NsUnfilled,mean_NpUnfilled,maxdiff_NpUnfilled,dev_NpUnfilled,max_NpUnfilled,min_NpUnfilled,most_NpUnfilled,mean_NdUnfilled,maxdiff_NdUnfilled,dev_NdUnfilled,max_NdUnfilled,min_NdUnfilled,most_NdUnfilled,mean_NfUnfilled,maxdiff_NfUnfilled,dev_NfUnfilled,max_NfUnfilled,min_NfUnfilled,most_NfUnfilled,mean_NUnfilled,maxdiff_NUnfilled,dev_NUnfilled,max_NUnfilled,min_NUnfilled,most_NUnfilled,mean_GSvolume_pa,maxdiff_GSvolume_pa,dev_GSvolume_pa,max_GSvolume_pa,min_GSvolume_pa,most_GSvolume_pa,mean_GSbandgap,maxdiff_GSbandgap,dev_GSbandgap,max_GSbandgap,min_GSbandgap,most_GSbandgap,mean_GSmagmom,maxdiff_GSmagmom,dev_GSmagmom,max_GSmagmom,min_GSmagmom,most_GSmagmom,mean_SpaceGroupNumber,maxdiff_SpaceGroupNumber,dev_SpaceGroupNumber,max_SpaceGroupNumber,min_SpaceGroupNumber,most_SpaceGroupNumber,frac_sValence,frac_pValence,frac_dValence,frac_fValence,CanFormIonic,MaxIonicChar,MeanIonicChar,Temperature,denstiy
Cs10Ba5Li15Ca7Mg10Zr6Cl93,7,0.6563917014088186,0.6385817163003017,0.6370043762061071,0.63698659180204,0.6369863021555999,20.246575342465754,53,8.833176956276976,56,3,17,67.43150684931507,93,33.92540814411709,94,1,94,44.43748985616438,130.386,22.326660712610245,137.327,6.941,35.453,414.952397260274,1956.4,325.553382435729,2128.0,171.6,171.6,11.465753424657533,16,7.050478513792456,17,1,17,3.335616438356164,4,0.7479827359729779,6,2,3,127.48630136986301,142,32.46884969037343,244,102,102,2.3904794520547945,2.37,0.9803480953274536,3.16,0.79,3.16,1.8287671232876712,1,0.28382435729029837,2,1,2,3.184931506849315,5,2.31234753237005,5,0,5,0.0821917808219178,2,0.15762807280915742,2,0,0,0,0,0,0,0,0,5.095890410958904,6,2.4257834490523544,7,1,7,0.17123287671232876,1,0.28382435729029837,1,0,0,0.636986301369863,1,0.4624695064740102,1,0,1,0.3287671232876712,8,0.6305122912366297,8,0,0,0,0,0,0,0,0,1.1369863013698631,8,0.5640833176956278,8,0,1,31.74813356164041,99.1716666667,14.267548789642616,115.765,16.5933333333,24.4975,1.5880068493150683,2.493,1.152936479639707,2.493,0,2.493,0,0,0,0,0,0,119.86986301369862,165,71.17667479827358,229,64,64,0.3588709677419355,0.625,0.016129032258064516,0,1,0.7544427103724891,0.31281443146878307,1000,2.13286389110889
K11Ba10Na4Sr5Li11Zr12Cl104,7,0.6783663762328302,0.6635137144314329,0.6624277331333799,0.6624204432194772,0.6624203822210079,20.9171974522293,53,8.47433972980648,56,3,17,66.78980891719745,93,36.04917035173841,94,1,94,45.8061234211465,130.386,21.26487474686681,137.327,6.941,35.453,438.26942675159233,1956.4,370.9853730374457,2128.0,171.6,171.6,11.92356687898089,16,6.725465536127226,17,1,17,3.4076433121019107,4,0.7580834922309221,6,2,3,128.26751592356686,113,34.83776218102153,215,102,102,2.431656050955414,2.3400000000000003,0.9649397541482414,3.16,0.82,3.16,1.8343949044585988,1,0.27636009574424925,2,1,2,3.312101910828025,5,2.2361961945717876,5,0,5,0.15286624203821655,2,0.2823643961215465,2,0,0,0,0,0,0,0,0,5.2993630573248405,6,2.2530731469836502,7,1,7,0.1656050955414013,1,0.27636009574424925,1,0,0,0.6624203821656051,1,0.4472392389143576,1,0,1,0.6114649681528662,8,1.129457584486186,8,0,0,0,0,0,0,0,0,1.4394904458598727,8,1.002880441397217,8,0,1,30.80766454352356,56.5133333334,11.595210894294102,73.1066666667,16.5933333333,24.4975,1.6514140127388532,2.493,1.1149674226134936,2.493,0,2.493,0,0,0,0,0,0,116.8980891719745,165,70.08154489025924,229,64,64,0.3461538461538462,0.625,0.028846153846153848,0,1,0.7456133690005964,0.3079587203365733,1300,1.958904906993
Cs13K3Rb15Ba9Na9Ca5Cl68,7,0.5918691212634655,0.5615888602670948,0.5574730192405947,0.5573799301730594,0.5573770682038782,26.114754098360656,45,13.241870464928784,56,11,17,54.59016393442622,92,43.93227626981994,94,2,94,58.86170244442623,114.33723072,33.89914564354474,137.327,22.98976928,35.453,321.30155737704916,943.4,173.25540177371676,1115.0,171.6,171.6,10.032786885245901,16,7.76672937382424,17,1,17,3.8524590163934427,3,1.0760548239720507,6,3,3,150.21311475409834,142,53.745767266863744,244,102,102,2.14172131147541,2.37,1.1351303413061005,3.16,0.79,3.16,1.6721311475409835,1,0.44074173609244827,2,1,2,2.7868852459016393,5,2.467078742273582,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4.459016393442623,6,2.8325718892770757,7,1,7,0.3278688524590163,1,0.4407417360924482,1,0,0,0.5573770491803278,1,0.4934157484547165,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.8852459016393441,1,0.20317119054017746,1,0,1,47.33838114753934,91.2675,28.91602055899223,115.765,24.4975,24.4975,1.389540983606557,2.493,1.230085460897608,2.493,0,2.493,0,0,0,0,0,0,136.86885245901638,165,81.23085192152647,229,64,64,0.375,0.625,0.0,0,1,0.7544427103724891,0.3622173251581781,1400,2.07303355514485
Rb10Ba16Na4Sr3Li12Ca9Cl82,7,0.6295251409707057,0.605714730114542,0.60298858349402,0.6029422789281977,0.6029411816245779,22.308823529411768,53,10.78006055363322,56,3,17,58.81617647058823,93,42.427551903114185,94,1,94,49.69021380235294,130.386,27.555202937231833,137.327,6.941,35.453,391.9747058823529,943.4,278.6807612456747,1115.0,171.6,171.6,10.852941176470589,16,7.412629757785466,17,1,17,3.5220588235294112,4,0.9288494809688579,6,2,3,135.09558823529412,118,41.16154844290657,220,102,102,2.27125,2.3400000000000003,1.0717279411764706,3.16,0.82,3.16,1.8088235294117647,1,0.3092560553633218,2,1,2,3.014705882352941,5,2.394031141868512,5,0,5,0.0,0,0.0,0,0,0,0,0,0,0,0,0,4.8235294117647065,6,2.624567474048443,7,1,7,0.19117647058823528,1,0.3092560553633218,1,0,0,0.6029411764705882,1,0.47880622837370246,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.7941176470588235,1,0.32698961937716264,1,0,1,34.94245098038823,74.1291666667,16.168703863900692,90.7225,16.5933333333,24.4975,1.5031323529411764,2.493,1.1936639273356402,2.493,0,2.493,0,0,0,0,0,0,129.16176470588235,165,78.57742214532871,229,64,64,0.375,0.625,0.0,0,1,0.7456133690005964,0.34208255654469083,1000,2.39541477542457
Cs10K2Rb7Sr12LiCa6Zr16Cl120,8,0.7036416982971573,0.6906371706755751,0.6896630547101981,0.6896552591272801,0.6896551725443087,23.597701149425287,52,9.690844233055886,55,3,17,70.15517241379311,93,32.88941736028537,94,1,94,51.82941792528736,125.9644519,24.20723347542608,132.9054519,6.941,35.453,461.26362068965517,1956.4,432.81651605231866,2128.0,171.6,171.6,12.413793103448278,16,6.325802615933412,17,1,17,3.6149425287356323,4,0.8667591491610518,6,2,3,131.89655172413794,142,41.28141101862862,244,102,102,2.495057471264368,2.37,0.917162108600872,3.16,0.79,3.16,1.885057471264368,1,0.20346148764698102,2,1,2,3.4482758620689657,5,2.1403091557669445,5,0,5,0.1839080459770115,2,0.33399392257894045,2,0,0,0,0,0,0,0,0,5.517241379310345,6,2.045184304399524,7,1,7,0.11494252873563218,1,0.20346148764698108,1,0,0,0.6896551724137931,1,0.42806183115338886,1,0,1,0.735632183908046,8,1.3359756903157618,8,0,0,0,0,0,0,0,0,1.5402298850574714,8,1.1880036992997756,8,0,1,35.308702107279885,99.1716666667,17.35492937200051,115.765,16.5933333333,24.4975,1.7193103448275862,2.493,1.0671581450653984,2.493,0,2.493,0,0,0,0,0,0,111.57471264367817,165,65.62029330162505,229,64,64,0.3416666666666667,0.625,0.03333333333333333,0,1,0.7544427103724891,0.29241494683356767,1450,1.83759065854145
Cs3Rb12Ba7SrMg9Zr6Zn15Cl103,8,0.67700320038633,0.6615467337898312,0.6602688495517984,0.6602565732894871,0.6602564105720155,23.0,44,9.192307692307693,56,12,17,75.17307692307692,90,24.861193293885602,94,4,94,50.459531767307695,113.02199999999999,22.834148178698225,137.327,24.305,35.453,396.43775641025644,1956.4,313.4687853385931,2128.0,171.6,171.6,12.846153846153847,16,5.485207100591715,17,1,17,3.532051282051282,3,0.7639710716633793,6,3,3,126.4551282051282,142,33.15006574621959,244,102,102,2.4960897435897436,2.37,0.8767020052596977,3.16,0.79,3.16,1.9038461538461537,1,0.17381656804733736,2,1,2,3.301282051282051,5,2.2431788297172917,5,0,5,1.0384615384615385,10,1.7973372781065091,10,0,0,0,0,0,0,0,0,6.243589743589743,11,2.105851413543722,12,1,7,0.09615384615384616,1,0.1738165680473373,1,0,0,0.6602564102564102,1,0.4486357659434583,1,0,1,0.3076923076923077,8,0.591715976331361,8,0,0,0,0,0,0,0,0,1.064102564102564,8,0.5335305719921105,8,0,1,32.135560897435894,101.805,15.335988453320184,115.765,13.96,24.4975,1.6460192307692307,2.493,1.1184489644970412,2.493,0,2.493,0,0,0,0,0,0,113.30128205128204,165,65.10297501643655,229,64,64,0.30492813141683783,0.5287474332648872,0.1663244353182752,0,1,0.7544427103724891,0.2779092906395107,1450,1.88111038421578
Cs11K7RbSr13Li9CaZn12Cl80,8,0.6228549735780696,0.5994652095724676,0.5970461514820623,0.5970154283344513,0.5970149266490881,22.656716417910445,52,9.81644018712408,55,3,17,63.7910447761194,93,37.003341501447984,94,1,94,49.87703635,125.9644519,24.26264814850746,132.9054519,6.941,35.453,349.8061940298507,943.4,222.64407774560033,1115.0,171.6,171.6,11.641791044776118,16,6.4620182668745825,17,1,17,3.5373134328358207,4,0.8480730674983291,6,2,3,132.92537313432837,142,39.544219202494986,244,102,102,2.3135820895522388,2.37,1.0106482512809087,3.16,0.79,3.16,1.7910447761194028,1,0.3305858765872133,2,1,2,2.9850746268656714,5,2.405881042548452,5,0,5,0.8955223880597014,10,1.6306527066161727,10,0,0,0,0,0,0,0,0,5.671641791044776,11,2.7195366451325462,12,1,7,0.208955223880597,1,0.33058587658721317,1,0,0,0.5970149253731343,1,0.48117620850969034,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.8059701492537312,1,0.3127645355312988,1,0,1,36.53212064676568,101.805,21.090808736173628,115.765,13.96,24.4975,1.4883582089552236,2.493,1.1995722878146582,2.493,0,2.493,0,0,0,0,0,0,126.94029850746269,165,75.15259523279127,229,64,64,0.3157894736842105,0.5263157894736842,0.15789473684210525,0,1,0.7544427103724891,0.3250363822622704,1000,2.24995595244755
Cs6Rb11Ba17Sr2LiCa10Zn6Cl88,8,0.6473355448920599,0.626450765991902,0.6241535966096244,0.6241144359444872,0.6241134797759008,25.843971631205672,53,12.19224385091293,56,3,17,63.829787234042556,93,38.09929078014184,94,1,94,57.92370575460993,130.386,31.303005244062167,137.327,6.941,35.453,391.5402127659574,943.4,294.52939489965286,1115.0,171.6,171.6,11.659574468085106,16,6.695035460992908,17,1,17,3.780141843971631,4,0.9990443136663145,6,2,3,138.47517730496452,142,47.08002615562597,244,102,102,2.3386524822695036,2.37,1.0252281072380667,3.16,0.79,3.16,1.872340425531915,1,0.22272521502942505,2,1,2,3.120567375886525,5,2.3459584527941253,5,0,5,0.425531914893617,10,0.8148483476686283,10,0,0,0,0,0,0,0,0,5.418439716312057,11,2.5342789598108744,12,1,7,0.12765957446808512,1,0.2227252150294251,1,0,0,0.624113475177305,1,0.469191690558825,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.75177304964539,1,0.3732206629445199,1,0,1,39.11958037825035,101.805,20.903866757205492,115.765,13.96,24.4975,1.5559148936170213,2.493,1.1696948845631505,2.493,0,2.493,0,0,0,0,0,0,124.19148936170211,165,75.13263920325939,229,64,64,0.34554973821989526,0.5759162303664921,0.07853403141361257,0,1,0.7544427103724891,0.3284878442293807,1250,2.36064801628371
Cs9Rb12BaLi7Ca12Mg6Zn7Cl80,8,0.6200769575474921,0.5989860224021063,0.5970367180334933,0.5970152441056602,0.5970149260845364,21.626865671641788,53,8.624192470483402,56,3,17,64.2089552238806,93,36.41145021162842,94,1,94,47.22643781417911,130.386,21.599745828191132,137.327,6.941,35.453,359.21208955223875,943.4,240.12822454889726,1115.0,171.6,171.6,11.26865671641791,16,6.919803965248384,17,1,17,3.4925373134328357,4,0.7881488081978167,6,2,3,133.7238805970149,142,39.70216083760302,244,102,102,2.3052985074626866,2.37,1.0205390955669413,3.16,0.79,3.16,1.7910447761194028,1,0.3305858765872133,2,1,2,2.9850746268656714,5,2.405881042548452,5,0,5,0.5223880597014925,10,0.9901982624192469,10,0,0,0,0,0,0,0,0,5.298507462686567,11,2.731788817108487,12,1,7,0.208955223880597,1,0.33058587658721317,1,0,0,0.5970149253731343,1,0.48117620850969034,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.8059701492537312,1,0.3127645355312988,1,0,1,37.00297263681418,101.805,20.735581049974893,115.765,13.96,24.4975,1.4883582089552236,2.493,1.1995722878146582,2.493,0,2.493,0,0,0,0,0,0,126.73880597014926,165,74.91200712853642,229,64,64,0.3380281690140845,0.5633802816901408,0.09859154929577464,0,1,0.7544427103724891,0.32753285825442247,1350,1.93578612147852
Cs3Rb12Ba10Na12Sr3Ca9Zn5Cl81,8,0.6229713303705466,0.6020119086323418,0.6000227237675448,0.6000003242048298,0.600000000677752,23.125925925925927,45,9.923621399176955,56,11,17,60.91111111111111,92,40.30584362139918,94,2,94,51.07875694118519,114.33723072,25.21127372801317,137.327,22.98976928,35.453,367.798,943.4,248.21804444444444,1115.0,171.6,171.6,11.17037037037037,16,7.057009602194787,17,1,17,3.6148148148148147,3,0.8470781893004116,6,3,3,137.44444444444443,142,43.67736625514403,244,102,102,2.2839259259259257,2.37,1.0512888888888892,3.16,0.79,3.16,1.7999999999999998,1,0.3200000000000001,2,1,2,3.0,5,2.4,5,0,5,0.37037037037037035,10,0.7133058984910836,10,0,0,0,0,0,0,0,0,5.170370370370371,11,2.701454046639231,12,1,7,0.2,1,0.32,1,0,0,0.6,1,0.48,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.8,1,0.31999999999999995,1,0,1,36.88520370370074,101.805,17.921962414267743,115.765,13.96,24.4975,1.4957999999999998,2.493,1.19664,2.493,0,2.493,0,0,0,0,0,0,128.34814814814814,165,77.21777777777777,229,64,64,0.3481375358166189,0.5802292263610316,0.07163323782234957,0,1,0.7544427103724891,0.3369601541076142,1100,2.2776796028971
Rb7Ba6Na10SrLi9Ca10Zn11Cl82,8,0.6244374631047689,0.6046205412244553,0.6029556397356609,0.6029413332478331,0.602941176688901,19.808823529411764,53,6.907223183391003,56,3,17,63.647058823529406,93,37.46799307958478,94,1,94,42.8627153882353,130.386,17.02159875432526,137.327,6.941,35.453,366.6897794117647,943.4,240.83779952422145,1115.0,171.6,171.6,11.661764705882353,16,6.491998269896194,17,1,17,3.3382352941176467,4,0.6347318339100345,6,2,3,127.2279411764706,118,31.267625432525953,220,102,102,2.333970588235294,2.3400000000000003,0.9960942906574395,3.16,0.82,3.16,1.8088235294117645,1,0.3092560553633219,2,1,2,3.014705882352941,5,2.394031141868512,5,0,5,0.8088235294117647,10,1.4868079584775087,10,0,0,0,0,0,0,0,0,5.632352941176471,11,2.6792820069204155,12,1,7,0.19117647058823528,1,0.3092560553633218,1,0,0,0.6029411764705882,1,0.47880622837370246,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.7941176470588235,1,0.32698961937716264,1,0,1,29.798939950975733,76.76249999999999,10.78460207612621,90.7225,13.96,24.4975,1.5031323529411764,2.493,1.1936639273356402,2.493,0,2.493,0,0,0,0,0,0,126.36029411764707,165,75.19917820069205,229,64,64,0.32114882506527415,0.5352480417754569,0.14360313315926895,0,1,0.7456133690005964,0.3194364150398137,1100,2.13442135454545
Cs10K10Rb9Na5Li12Mg6Zr2Cl66,8,0.5801101427985704,0.5530478176536562,0.5500455630448162,0.5500008781977942,0.5500000029975007,20.31666666666667,52,8.939166666666669,55,3,17,56.983333333333334,93,41.82,94,1,94,44.630538045,125.9644519,22.39119033425,132.9054519,6.941,35.453,313.42975,1956.4,158.13147916666668,2128.0,171.6,171.6,9.900000000000002,16,7.8100000000000005,17,1,17,3.4166666666666665,4,0.8180555555555556,6,2,3,139.53333333333333,142,43.593333333333334,244,102,102,2.158083333333334,2.37,1.1021083333333335,3.16,0.79,3.16,1.6166666666666667,1,0.47277777777777774,2,1,2,2.75,5,2.475,5,0,5,0.03333333333333333,2,0.06555555555555556,2,0,0,0,0,0,0,0,0,4.4,6,2.8600000000000003,7,1,7,0.3833333333333333,1,0.47277777777777774,1,0,0,0.55,1,0.495,1,0,1,0.13333333333333333,8,0.26222222222222225,8,0,0,0,0,0,0,0,0,1.0666666666666667,8,0.2311111111111111,8,0,1,40.4260069444425,99.1716666667,25.54774942130279,115.765,16.5933333333,24.4975,1.37115,2.493,1.234035,2.493,0,2.493,0,0,0,0,0,0,135.91666666666669,165,79.10833333333335,229,64,64,0.3674242424242424,0.625,0.007575757575757575,0,1,0.7544427103724891,0.35312642833180086,1500,1.64896003086913
CsK5Rb15Ba5Sr6Ca17Zn5Cl87,8,0.6420300658869033,0.6197824398159075,0.6170756473810027,0.6170226357625311,0.6170212830354437,22.56737588652482,39,7.742467682712137,56,17,17,62.5177304964539,91,39.310195664202006,94,3,94,49.04543228297872,101.874,19.641469770846534,137.327,35.453,35.453,392.3314893617021,943.4,294.63065036969965,1115.0,171.6,171.6,11.460992907801419,16,6.873597907549922,17,1,17,3.617021276595745,3,0.761430511543685,6,3,3,136.73758865248226,142,43.91288164579247,244,102,102,2.3227659574468085,2.37,1.0331824354911725,3.16,0.79,3.16,1.851063829787234,1,0.25350837483024,2,1,2,3.0851063829787235,5,2.3630602082390224,5,0,5,0.3546099290780142,10,0.6840702177958855,10,0,0,0,0,0,0,0,0,5.290780141843972,11,2.5850812333383635,12,1,7,0.14893617021276595,1,0.2535083748302399,1,0,0,0.6170212765957447,1,0.47261204164780446,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.7659574468085106,1,0.35853327297419646,1,0,1,37.791761229315604,101.805,18.101127290714906,115.765,13.96,24.4975,1.5382340425531915,2.493,1.1782218198279764,2.493,0,2.493,0,0,0,0,0,0,125.29787234042553,165,75.6441828881847,229,64,64,0.3498659517426273,0.5831099195710455,0.06702412868632708,0,1,0.7544427103724891,0.3309065258229148,1350,2.02664764785214
K10Rb9Na8SrLi4Ca9Zr12Cl99,8,0.6673011754266298,0.6523797758849523,0.6513226480507569,0.6513158468853497,0.6513157895312737,19.763157894736842,37,5.504501385041551,40,3,17,65.73026315789474,93,36.82505193905816,94,1,94,42.267976014736846,84.283,13.442404311523545,91.224,6.941,35.453,424.79315789473685,1956.4,360.4097091412742,2128.0,171.6,171.6,11.723684210526317,16,6.873095567867035,17,1,17,3.388157894736842,3,0.6195463988919667,5,2,3,130.4407894736842,118,37.17633310249307,220,102,102,2.4058552631578944,2.3400000000000003,0.9823727493074794,3.16,0.82,3.16,1.7960526315789473,1,0.32470567867036015,2,1,2,3.256578947368421,5,2.271035318559557,5,0,5,0.15789473684210525,2,0.29085872576177285,2,0,0,0,0,0,0,0,0,5.2105263157894735,6,2.3310249307479225,7,1,7,0.20394736842105263,1,0.32470567867036015,1,0,0,0.6513157894736842,1,0.45420706371191133,1,0,1,0.631578947368421,8,1.1634349030470914,8,0,0,0,0,0,0,0,0,1.486842105263158,8,1.028393351800554,8,0,1,32.537116228069735,74.1291666667,13.133589421749702,90.7225,16.5933333333,24.4975,1.6237302631578945,2.493,1.132338209833795,2.493,0,2.493,0,0,0,0,0,0,118.50657894736841,165,71.00199099722991,229,64,64,0.3446969696969697,0.625,0.030303030303030304,0,1,0.7456133690005964,0.31368844191966316,1300,1.73064109530469
Cs10K8Ba10Na11Ca3Mg9Zn3Cl79,8,0.6165871980021326,0.5958368951297422,0.5940024641710273,0.593985167305101,0.5939849627228108,22.43609022556391,45,10.28526202724857,56,11,17,63.548872180451134,92,37.02334784329244,94,2,94,49.65341639909774,114.33723072,26.412570553695517,137.327,22.98976928,35.453,353.940977443609,943.4,226.5824783763921,1115.0,171.6,171.6,10.917293233082708,16,7.2749166148453845,17,1,17,3.556390977443609,3,0.8283113799536436,6,3,3,137.30075187969925,142,42.626491039629144,244,102,102,2.27796992481203,2.37,1.047825202103002,3.16,0.79,3.16,1.781954887218045,1,0.341002883147719,2,1,2,2.9699248120300754,5,2.4116682684153994,5,0,5,0.22556390977443608,10,0.44095200407032614,10,0,0,0,0,0,0,0,0,4.977443609022556,11,2.71954321894963,12,1,7,0.21804511278195488,1,0.34100288314771887,1,0,0,0.5939849624060151,1,0.48233365368307984,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.8120300751879699,1,0.30527446435637967,1,0,1,37.56828947368346,101.805,19.956336235329513,115.765,13.96,24.4975,1.4808045112781956,2.493,1.2024577986319183,2.493,0,2.493,0,0,0,0,0,0,127.74436090225564,165,75.72638362824355,229,64,64,0.35800604229607247,0.5966767371601208,0.04531722054380664,0,1,0.7544427103724891,0.33594232508358773,1250,2.04755322537462
Cs10K7Na6Li12Ca3Mg11Zn5Cl73,8,0.6003388383350202,0.5771429619582038,0.574832971692638,0.5748036439166367,0.5748031509198154,18.645669291338585,52,6.72217744435489,55,3,17,63.55118110236221,93,36.203856407712806,94,1,94,40.36638767464567,125.9644519,16.542656754020708,132.9054519,6.941,35.453,334.8764566929134,943.4,192.94560481120962,1115.0,171.6,171.6,10.740157480314961,16,7.295554591109182,17,1,17,3.2598425196850394,4,0.6063612127224255,6,2,3,130.14173228346456,142,33.39773079546159,244,102,102,2.2623622047244094,2.37,1.0319300638601279,3.16,0.79,3.16,1.7244094488188977,1,0.3992807985615971,2,1,2,2.874015748031496,5,2.4440448880897763,5,0,5,0.39370078740157477,10,0.7564015128030256,10,0,0,0,0,0,0,0,0,4.9921259842519685,11,2.8600657201314403,12,1,7,0.2755905511811023,1,0.3992807985615971,1,0,0,0.5748031496062992,1,0.48880897761795516,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.8503937007874015,1,0.2544485088970178,1,0,1,33.59995406823858,101.805,17.49145803625399,115.765,13.96,24.4975,1.4329842519685039,2.493,1.2186007812015625,2.493,0,2.493,0,0,0,0,0,0,129.6535433070866,165,75.47572695145391,229,64,64,0.34542586750788645,0.5757097791798107,0.07886435331230283,0,1,0.7544427103724891,0.33126873326398576,1350,1.72597771598401
K5Rb3Ba5Na14CaMg14Zr9Cl99,8,0.674164378882449,0.6572302339913735,0.6556479279583254,0.6556294216588614,0.655629139703125,19.086092715231786,45,5.661593789746062,56,11,17,71.27814569536424,92,29.794219551774045,94,2,94,41.02375787549669,114.33723072,14.1278214055173,137.327,22.98976928,35.453,419.6058278145696,1956.4,344.6414701109601,2128.0,171.6,171.6,11.801324503311257,16,6.816806280426297,17,1,17,3.2980132450331126,3,0.5052409982018332,6,3,3,126.24503311258279,118,31.791500372790672,220,102,102,2.444437086092715,2.3400000000000003,0.9382877943949829,3.16,0.82,3.16,1.8476821192052981,1,0.25823428796982584,2,1,2,3.2781456953642385,5,2.2577957107144426,5,0,5,0.11920529801324503,2,0.22420069295206352,2,0,0,0,0,0,0,0,0,5.245033112582782,6,2.3012148589974126,7,1,7,0.152317880794702,1,0.2582342879698259,1,0,0,0.6556291390728477,1,0.4515591421428885,1,0,1,0.4768211920529801,8,0.8968027718082541,8,0,0,0,0,0,0,0,0,1.2847682119205297,8,0.8004912065260295,8,0,1,29.049922737304634,67.8325,7.809577138426034,90.7225,22.89,24.4975,1.6344834437086093,2.493,1.125736941362221,2.493,0,2.493,0,0,0,0,0,0,115.4635761589404,165,67.48204026139204,229,64,64,0.3522727272727273,0.625,0.022727272727272728,0,1,0.7456133690005964,0.29876826797593664,1400,1.72528695604395
Cs16K9RbBa3Li12Ca9Zn4Cl70,8,0.5974277154016818,0.5685329047729093,0.5646112706079591,0.5645192023646222,0.5645161523823603,22.435483870967744,53,10.750780437044744,56,3,17,57.00806451612904,93,42.53876170655567,94,1,94,49.701973632258074,130.386,27.300139729448496,137.327,6.941,35.453,334.1021774193548,943.4,192.2095070239334,1115.0,171.6,171.6,10.483870967741936,16,7.454734651404786,17,1,17,3.556451612903226,4,0.9295005202913633,6,2,3,139.8709677419355,142,46.20811654526535,244,102,102,2.1941129032258067,2.37,1.0905176899063478,3.16,0.79,3.16,1.6935483870967742,1,0.42507804370447455,2,1,2,2.8225806451612905,5,2.4583766909469302,5,0,5,0.3225806451612903,10,0.6243496357960457,10,0,0,0,0,0,0,0,0,4.838709677419355,11,2.902185223725286,12,1,7,0.30645161290322576,1,0.42507804370447455,1,0,0,0.5645161290322581,1,0.491675338189386,1,0,1,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0.8709677419354839,1,0.22476586888657651,1,0,1,41.14038306451532,101.805,25.78421598595735,115.765,13.96,24.4975,1.4073387096774195,2.493,1.2257466181061396,2.493,0,2.493,0,0,0,0,0,0,134.43548387096774,165,79.52393340270552,229,64,64,0.35,0.5833333333333334,0.06666666666666667,0,1,0.7544427103724891,0.3500243897881101,1350,1.94918194795204
